,Pais_comprador,Industria,Año,Mes,Monto,t-1,t-2,t-3,t-4,t-5,t-6,t-9,t-10,t-11
343,América del Norte,Servicios y Productos no Clasificados,2017.0,3,32349278.0,18431698.0,22695859.0,23151491.0,29414982.0,25651595.0,23083254.0,23771931.0,19833293.0,23595961.0
344,América del Norte,Servicios y Productos no Clasificados,2017.0,4,30312536.0,32349278.0,18431698.0,22695859.0,23151491.0,29414982.0,25651595.0,23417621.0,23771931.0,19833293.0
345,América del Norte,Servicios y Productos no Clasificados,2017.0,5,38864661.0,30312536.0,32349278.0,18431698.0,22695859.0,23151491.0,29414982.0,27062608.0,23417621.0,23771931.0
346,América del Norte,Servicios y Productos no Clasificados,2017.0,6,27036490.0,38864661.0,30312536.0,32349278.0,18431698.0,22695859.0,23151491.0,23083254.0,27062608.0,23417621.0
347,América del Norte,Servicios y Productos no Clasificados,2017.0,7,31101963.0,27036490.0,38864661.0,30312536.0,32349278.0,18431698.0,22695859.0,25651595.0,23083254.0,27062608.0
348,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016.0,8,600.0,205.0,62687.0,383.0,153025.0,151757.0,283954.0,101865.0,0.0,0.0
349,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016.0,9,50297.0,600.0,205.0,62687.0,383.0,153025.0,151757.0,0.0,101865.0,0.0
350,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016.0,10,350.0,50297.0,600.0,205.0,62687.0,383.0,153025.0,0.0,0.0,101865.0
351,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016.0,11,109747.0,350.0,50297.0,600.0,205.0,62687.0,383.0,283954.0,0.0,0.0
352,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2016.0,12,150.0,109747.0,350.0,50297.0,600.0,205.0,62687.0,151757.0,283954.0,0.0
353,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017.0,1,62375.0,150.0,109747.0,350.0,50297.0,600.0,205.0,153025.0,151757.0,283954.0
354,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017.0,2,182892.0,62375.0,150.0,109747.0,350.0,50297.0,600.0,383.0,153025.0,151757.0
355,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017.0,3,552.0,182892.0,62375.0,150.0,109747.0,350.0,50297.0,62687.0,383.0,153025.0
356,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017.0,4,50.0,552.0,182892.0,62375.0,150.0,109747.0,350.0,205.0,62687.0,383.0
357,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017.0,5,89740.0,50.0,552.0,182892.0,62375.0,150.0,109747.0,600.0,205.0,62687.0
358,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017.0,6,240.0,89740.0,50.0,552.0,182892.0,62375.0,150.0,50297.0,600.0,205.0
359,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017.0,7,285.0,240.0,89740.0,50.0,552.0,182892.0,62375.0,350.0,50297.0,600.0
360,otros,Industrias Manufactureras,2016.0,8,18894.0,38758.0,8525.0,19478.0,10190.0,52728.0,41372.0,80134.0,140752.0,202941.0
361,otros,Industrias Manufactureras,2016.0,9,68919.0,18894.0,38758.0,8525.0,19478.0,10190.0,52728.0,34837.0,80134.0,140752.0
362,otros,Industrias Manufactureras,2016.0,10,58104.0,68919.0,18894.0,38758.0,8525.0,19478.0,10190.0,54231.0,34837.0,80134.0
363,otros,Industrias Manufactureras,2016.0,11,58662.0,58104.0,68919.0,18894.0,38758.0,8525.0,19478.0,41372.0,54231.0,34837.0
364,otros,Industrias Manufactureras,2016.0,12,9160.0,58662.0,58104.0,68919.0,18894.0,38758.0,8525.0,52728.0,41372.0,54231.0
365,otros,Industrias Manufactureras,2017.0,1,25550.0,9160.0,58662.0,58104.0,68919.0,18894.0,38758.0,10190.0,52728.0,41372.0
366,otros,Industrias Manufactureras,2017.0,2,23592.0,25550.0,9160.0,58662.0,58104.0,68919.0,18894.0,19478.0,10190.0,52728.0
367,otros,Industrias Manufactureras,2017.0,3,22393.0,23592.0,25550.0,9160.0,58662.0,58104.0,68919.0,8525.0,19478.0,10190.0
368,otros,Industrias Manufactureras,2017.0,4,6410.0,22393.0,23592.0,25550.0,9160.0,58662.0,58104.0,38758.0,8525.0,19478.0
369,otros,Industrias Manufactureras,2017.0,5,37832.0,6410.0,22393.0,23592.0,25550.0,9160.0,58662.0,18894.0,38758.0,8525.0
370,otros,Industrias Manufactureras,2017.0,6,8672.0,37832.0,6410.0,22393.0,23592.0,25550.0,9160.0,68919.0,18894.0,38758.0
371,otros,Industrias Manufactureras,2017.0,7,9030.0,8672.0,37832.0,6410.0,22393.0,23592.0,25550.0,58104.0,68919.0,18894.0
372,otros,Industrias Extractivas,2016.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,otros,Industrias Extractivas,2016.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,otros,Industrias Extractivas,2016.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,otros,Industrias Extractivas,2016.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,otros,Industrias Extractivas,2016.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,otros,Industrias Extractivas,2017.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,otros,Industrias Extractivas,2017.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,otros,Industrias Extractivas,2017.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,otros,Industrias Extractivas,2017.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,otros,Industrias Extractivas,2017.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,otros,Industrias Extractivas,2017.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,otros,Industrias Extractivas,2017.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,otros,Agricultura y Silvicultura,2016.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,otros,Agricultura y Silvicultura,2016.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,otros,Agricultura y Silvicultura,2016.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,otros,Agricultura y Silvicultura,2016.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,otros,Agricultura y Silvicultura,2016.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,otros,Agricultura y Silvicultura,2017.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,otros,Agricultura y Silvicultura,2017.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,otros,Agricultura y Silvicultura,2017.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,otros,Agricultura y Silvicultura,2017.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,otros,Agricultura y Silvicultura,2017.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,otros,Agricultura y Silvicultura,2017.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,otros,Agricultura y Silvicultura,2017.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,otros,Servicios y Productos no Clasificados,2016.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,otros,Servicios y Productos no Clasificados,2016.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,otros,Servicios y Productos no Clasificados,2016.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,otros,Servicios y Productos no Clasificados,2016.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,otros,Servicios y Productos no Clasificados,2016.0,12,5764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,otros,Servicios y Productos no Clasificados,2017.0,1,0.0,5764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,otros,Servicios y Productos no Clasificados,2017.0,2,0.0,0.0,5764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,otros,Servicios y Productos no Clasificados,2017.0,3,0.0,0.0,0.0,5764.0,0.0,0.0,0.0,0.0,0.0,0.0
404,otros,Servicios y Productos no Clasificados,2017.0,4,0.0,0.0,0.0,0.0,5764.0,0.0,0.0,0.0,0.0,0.0
405,otros,Servicios y Productos no Clasificados,2017.0,5,0.0,0.0,0.0,0.0,0.0,5764.0,0.0,0.0,0.0,0.0
406,otros,Servicios y Productos no Clasificados,2017.0,6,0.0,0.0,0.0,0.0,0.0,0.0,5764.0,0.0,0.0,0.0
407,otros,Servicios y Productos no Clasificados,2017.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,otros,"Ganadería, Apicultura, Caza, Pesca",2016.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,otros,"Ganadería, Apicultura, Caza, Pesca",2016.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,otros,"Ganadería, Apicultura, Caza, Pesca",2016.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,otros,"Ganadería, Apicultura, Caza, Pesca",2016.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,otros,"Ganadería, Apicultura, Caza, Pesca",2016.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,otros,"Ganadería, Apicultura, Caza, Pesca",2017.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,otros,"Ganadería, Apicultura, Caza, Pesca",2017.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,otros,"Ganadería, Apicultura, Caza, Pesca",2017.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,otros,"Ganadería, Apicultura, Caza, Pesca",2017.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,otros,"Ganadería, Apicultura, Caza, Pesca",2017.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,otros,"Ganadería, Apicultura, Caza, Pesca",2017.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,otros,"Ganadería, Apicultura, Caza, Pesca",2017.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
